crimes,armas,delegacia,investimento
816,913,1,4949.720999887014
814,909,1,4631.861931540183
859,914,1,4955.991788130094
877,908,1,5422.643148688083
822,911,1,5397.569924480611
866,904,1,5549.81498895701
804,909,1,5589.1144969214
880,913,1,5009.8701778672
828,913,1,5321.010965530849
879,909,1,5285.642313607634
816,912,1,5078.766534555326
885,906,1,4954.710165486804
847,908,1,4740.395150658572
815,912,1,5173.871463766844
884,909,1,5248.924203740887
877,913,1,5077.201558246211
845,909,1,5037.997885107836
780,904,1,5252.303735692046
778,911,1,4865.470370366656
869,911,1,4797.016889510265
840,914,1,5325.507018340513
814,911,1,5152.262199956021
819,908,1,4592.030579116617
879,913,1,5275.500773508615
824,912,1,4861.2995869828565
939,913,1,5122.653270937504
760,910,1,5279.831914623919
806,912,1,4616.535983964623
776,908,1,5516.237405880395
862,909,1,4966.739328709208
872,907,1,5232.0372852360815
896,911,1,4620.564726811368
806,907,1,4522.055664293798
901,912,1,5156.0110634100065
852,912,1,5203.004063972878
800,911,1,4959.600573207105
909,905,1,4979.4513237293895
862,911,1,5249.717123346422
890,908,1,4951.665989644983
863,911,1,5276.113612327855
863,913,1,5098.0719611992545
820,912,1,5101.091636929917
823,908,1,5108.684115506687
811,912,1,4789.556422842592
801,909,1,5062.175478159446
904,911,1,4850.891627572746
881,908,1,5672.26723079427
853,906,1,4652.686956903712
919,910,1,4895.701104030369
932,907,1,5280.818232718596
797,913,1,4975.100139586258
854,909,1,4886.070976536209
802,913,1,5224.215585320155
873,911,1,4716.97419098386
903,907,1,5181.573532455432
798,909,1,5426.300066765328
881,912,1,4761.010340832318
871,907,1,4969.295197244403
834,911,1,5054.192172902833
861,911,1,5002.508905269333
860,907,1,4816.996652374017
855,912,1,4711.334998882769
806,912,1,4890.025152782437
901,912,1,5502.3648923233395
825,912,1,5136.265044706449
814,912,1,4926.41607845792
834,911,1,4707.89788750734
918,907,1,4501.855595105476
897,908,1,4994.386598335165
833,910,1,5001.61784737231
833,910,1,4838.622121828763
911,909,0,5195.323967694499
918,908,0,4782.139442567692
769,909,1,5091.1416501220865
890,912,1,5438.787319423252
821,908,1,5281.550921184897
823,912,1,4980.312583621603
891,909,1,4926.602722458441
794,913,1,4767.719932927659
813,909,1,5087.369162628802
882,914,1,5194.562705632899
824,911,1,5056.978352130467
837,907,1,4783.945248376013
855,909,1,5020.686095474124
797,911,0,5332.878284349941
843,913,1,5160.471716536898
827,910,1,5200.071908430887
863,908,1,4731.639069151919
853,909,1,5356.7758907590005
744,910,1,5213.260386281529
841,910,1,4937.192618736174
881,916,1,4996.089931497568
836,913,1,5234.42852316901
851,907,1,5178.84147606622
781,911,1,4854.614008863409
811,910,1,5158.228384015524
868,904,1,5265.760081044366
816,909,1,4752.975721124581
818,908,1,5008.805819065361
854,913,1,5151.968928378781
851,909,1,4814.489730244662
874,910,1,5290.971925338768
863,913,1,4840.664879562269
801,912,1,5006.570160962401
795,905,1,5441.936806672303
847,912,1,5213.279681707848
912,906,1,5143.35352419973
906,912,1,4764.662719536706
910,911,1,4563.5805094451525
811,909,1,4930.892855527685
837,911,1,4579.767767679602
915,909,1,4960.467195669374
900,909,1,5023.329843107443
794,908,1,4906.443417867066
874,904,1,4717.867578617046
883,912,1,5040.21189472439
760,908,1,5224.8000956370815
909,912,1,4962.280530807992
832,907,1,5126.792704360731
794,913,1,5069.707168306939
832,911,1,5411.44264262956
882,907,1,4989.284697446668
866,916,1,5357.957337437123
819,911,1,5199.517200512503
853,913,1,5012.490139097664
847,913,1,4554.581344629495
785,908,1,4986.24426181794
904,907,1,4818.210091667776
849,912,1,4593.953315317194
899,909,1,5395.826286865572
835,909,1,5127.721753669477
759,911,1,5152.508664421207
862,907,1,5322.213530154679
866,909,1,4721.217430923051
790,913,1,4957.840825945099
918,912,1,5272.101388234895
785,915,0,4818.227351947991
843,911,1,4813.238729002377
818,910,1,4951.10794344777
857,912,1,5451.123129900069
793,908,1,5339.3729722715725
831,911,1,5043.009990480183
833,907,1,5782.197970224262
756,909,1,5056.651255514259
821,908,1,4975.612948817747
858,913,1,4767.927409891247
809,911,1,4844.86988847955
870,907,1,5238.848200655911
859,910,1,5009.780595876071
783,907,1,4644.151164399379
855,909,1,4582.695059035648
804,908,1,5276.549866329459
807,907,1,5397.574234973639
883,913,1,4770.422931675753
821,908,1,4919.502883360819
800,909,1,5303.995545962434
841,909,1,4939.096166485076
919,911,1,5554.72611248576
886,909,1,4800.54237390798
798,909,1,5134.446720411704
778,910,1,5031.151354393065
825,909,1,4999.705751802832
793,911,1,4944.524940694827
908,912,1,5283.776913707005
970,909,1,5079.124762744396
895,908,1,4893.79389600422
819,906,1,5148.666811906795
842,909,1,4973.860789138369
845,909,1,4659.699592469351
764,912,1,4970.443776719032
873,909,1,4621.283490232125
863,908,1,5309.41534609494
784,908,1,5082.5915423199785
852,908,1,5259.285853835465
834,911,1,4679.592567179824
863,911,1,4983.138118344886
855,906,1,4738.801845494076
886,909,1,4814.521930840341
778,909,1,5030.675274054703
867,912,1,4857.184703535947
835,913,1,4650.454588801362
841,910,1,4740.889953806351
807,911,1,5412.791355006418
843,909,1,5099.6258104595445
836,912,1,5499.027378984874
864,908,1,4613.245517288699
876,912,1,5361.392827755902
795,911,1,4733.524722935819
847,909,1,4921.281852292337
929,908,1,4558.812808864086
887,908,1,5089.271681987821
847,913,1,4988.337122981358
908,912,1,4740.244213767893
902,912,1,4830.1003365646975
861,914,1,5082.4550944538705
818,910,1,5017.725110719687
845,909,1,5014.018536065218
871,911,1,4884.9028976387535
844,910,1,4703.553158165502
877,909,1,5382.582012953885
841,908,1,5272.993673706186
859,907,1,5096.578866009201
863,908,1,4786.348946131087
888,912,1,5063.117144241318
852,914,1,5121.287122237989
846,911,1,4421.342163066773
759,907,1,5484.552801210741
859,907,1,4799.942231751586
859,913,1,4837.55369709407
834,911,1,4753.070619133683
780,908,1,5040.873400032854
914,909,1,5092.809748304585
807,909,1,4572.702609797478
856,909,1,5020.153530060725
775,906,1,5116.011578622272
868,911,1,4745.613070265782
858,911,1,5039.304966171653
746,911,1,4891.908409784551
841,908,1,5224.121159897204
871,909,1,5058.919215529451
853,909,1,4658.216575893651
908,908,1,5318.071642047074
736,911,1,5036.382792224875
866,909,1,4597.893182703054
782,908,1,4864.390238644513
896,908,1,5243.346976008609
847,912,1,5172.681352076239
860,912,0,5232.984069764345
851,909,1,4741.087643263291
840,908,1,5172.4254501288115
866,912,1,4740.7641353325425
853,909,1,5201.591525509617
861,913,1,5097.550015404427
766,912,1,4906.1361281266
835,911,1,5129.0552021383
764,908,1,4947.0794825722
875,909,1,5129.951329489352
840,907,1,5236.506419804442
878,909,1,4903.324729615325
866,911,0,5221.694832909038
914,909,1,4222.782501805293
894,912,1,4819.729842328673
831,910,1,4769.087569656452
929,913,1,4540.961038704186
879,912,1,4899.760094503772
834,908,1,4706.940398337474
824,909,1,5016.3274604841745
899,909,1,4875.434756470309
827,912,0,5204.501552797436
823,908,1,4685.961861723892
806,909,1,4653.975519004412
879,909,1,4732.440375736033
842,911,1,4875.1614625252805
909,908,1,4890.563582550703
871,907,1,5123.326244258288
803,911,1,4742.115585067416
860,912,1,4953.818328343813
832,908,1,5400.751304425914
826,904,1,5081.332604300634
823,908,1,4867.198352111466
857,913,1,4913.331168587539
807,909,1,5059.883972847656
808,909,1,4607.154140390258
906,908,1,5048.33188271562
810,912,1,4806.715916987363
810,907,1,5282.668640070839
911,909,1,5311.931071041948
911,910,1,5320.608281328519
872,913,1,4451.170949866205
820,911,1,5291.439870305067
811,912,1,5479.5532742906025
863,912,1,4946.643397500039
821,909,1,5345.810721673818
804,913,1,5030.6754042708
895,914,1,5028.219554424146
853,907,1,4997.002708284801
840,913,1,4709.790264378466
824,913,1,5304.613275171516
904,913,1,5325.371837554324
873,911,1,5218.23064203699
788,906,1,4885.479469698888
841,912,1,5086.191154788082
855,908,1,5296.608849464704
855,913,1,4476.030978035812
904,906,1,4928.013239481933
807,912,1,4865.540824151982
755,907,1,4945.7353242205445
792,908,1,5074.097716150865
837,911,1,4946.637198807255
858,913,1,4788.101227115403
818,905,1,5086.696034832236
830,908,1,4686.014128294526
845,908,1,4793.038292363032
829,909,1,4935.015568470177
874,911,1,5027.54737030017
727,909,1,5125.6825664178405
872,912,1,4679.47991260078
876,907,1,5207.829644955286
821,912,1,5057.75886475899
801,912,1,5236.398991307794
901,907,1,5315.338617123231
868,914,1,5116.3223660103085
853,909,1,4865.552397325948
794,909,1,4632.482474038958
806,916,1,4949.2623117765215
837,910,1,5248.215148038673
809,912,1,5195.583306928434
843,908,1,5454.5798859964325
837,911,1,4853.6752688604265
862,912,1,5057.479616275577
903,910,1,4778.069859085717
835,912,1,4937.942404073002
863,909,1,4821.957458318745
895,913,1,5496.455701252574
959,914,1,5045.391014495148
844,911,1,4757.811137160545
850,912,1,5119.69193482495
822,910,1,5395.539104522353
819,908,1,5121.750048967165
858,912,1,5225.340152938881
871,910,1,4978.4055654998165
962,908,1,4984.166672269744
860,909,1,5015.062508808374
859,912,1,4856.2256701130455
826,909,1,4766.03466876892
847,913,1,4904.040478019858
820,912,1,4784.283751404425
776,907,1,5084.602666087619
860,909,1,5198.388131800178
897,909,1,4712.569459113002
883,910,1,5278.412386553308
822,909,1,5161.381498531695
832,912,1,4698.137833222977
799,909,1,5428.74218193924
841,911,1,4988.014411794612
876,911,1,4953.186475970018
891,907,1,4802.502275729237
835,911,1,4683.838778095902
808,910,1,5064.9345289740295
859,910,1,4939.342958182512
805,911,1,5237.032466449588
815,912,1,5301.256632218472
863,909,1,4851.88276796873
851,909,1,4907.962012581462
826,909,1,4985.924311739849
878,908,1,4720.281689197388
911,908,1,4976.628180002362
807,911,1,5369.528249631948
868,912,1,4996.116136883811
864,908,1,5304.851062830926
881,911,1,5268.287621687072
845,911,1,4852.420962546245
886,913,1,5218.343297232781
860,907,1,5260.223462309743
835,908,1,5038.969904647926
784,912,1,4867.3719701699
871,909,1,5109.246862202447
814,909,1,5262.512110210496
883,909,1,5304.223648377619
833,912,1,4917.788967940864
813,909,1,5078.379433282308
859,908,1,5363.052448025416
855,912,1,5197.476906023483
891,910,1,4922.550542028819
810,910,1,4626.331337605065
805,912,1,4729.696008835441
854,909,1,4861.147686634945
837,908,1,5040.61562870011
848,909,1,5030.585978352804
847,908,1,4622.18562427231
784,908,1,4840.713466824175
852,912,1,4952.690462577449
814,910,1,5070.788568293082
861,910,1,5635.303529942645
949,909,1,5105.899810742885
854,906,1,4922.263427290087
884,913,1,4626.991784003397
896,913,1,4903.176340821011
861,911,0,4790.050798734969
841,909,1,4935.576367743396
861,912,1,4585.92998277388
851,910,1,5198.194055030913
852,907,1,4694.169322721178
862,910,1,5267.760005042024
837,907,1,4957.027963882643
875,908,1,4956.599157231295
822,905,1,4973.7202419224695
859,905,1,5229.518829220123
806,905,1,4877.514626262028
838,905,1,4590.455105649544
834,905,1,4854.60584789665
811,905,1,5061.462094800766
889,905,1,4542.96770337533
853,904,1,5387.037668120961
949,904,1,4396.30003535051
837,904,1,5014.480707853501
849,904,1,5023.995487587931
882,905,1,5123.483215187868
848,905,1,5305.181808489583
859,905,1,4968.413003402721
838,905,1,4789.191222391636
897,904,1,5151.025427401507
843,904,1,5502.040987876055
837,904,1,5337.424056152932
862,904,1,4684.310541408398
844,903,1,5120.965958809908
803,912,1,4710.530248109372
851,906,1,5108.51224449579
809,905,1,4740.964563344091
925,905,1,4811.648205818392
883,905,1,5176.600308175373
854,905,1,5075.436591713325
865,904,1,5035.436134320419
788,904,1,4988.860112026143
796,904,1,5091.382742660667
901,904,1,5064.127353570835
874,912,1,5072.163617568313
834,911,1,4922.587950543392
833,911,1,4964.623718824641
878,911,1,5600.541364916112
838,911,1,5393.707424784371
923,906,1,5034.110592607665
865,906,1,5243.388838501446
857,906,1,4862.307078813224
950,905,1,4685.136773833664
852,905,1,4967.839413235613
861,905,1,4901.934056777953
938,905,0,5027.950425126805
866,904,1,5059.215816505464
836,904,1,5329.763821499289
786,904,1,5222.90952591353
805,912,1,4635.449170362645
823,911,1,4798.794757022893
866,911,1,5018.731753145579
818,911,1,5174.0059955364795
899,911,1,5203.023836084726
834,908,1,4914.416920379192
823,907,1,4974.913027260166
859,907,1,5229.888027844429
867,906,1,4841.304468725473
883,906,1,5052.095768754034
809,906,1,4665.880564891061
933,905,1,4861.580803327811
742,905,1,4998.857741508529
841,905,1,4933.849282395075
873,905,1,4739.720662104947
841,904,1,4967.35276273536
851,904,1,5093.013733524958
937,904,1,4871.231076983233
815,912,1,5182.404824766917
849,911,1,5311.934584161435
827,911,1,4844.605008905721
837,911,1,4752.128885532491
912,911,1,5043.0632016938225
852,910,1,4923.697539376769
870,910,1,4923.331581076692
929,909,0,4894.437231641808
890,909,1,5045.865074348359
819,909,1,5774.334551038062
890,908,1,4567.430942894027
901,908,1,5184.465784583638
811,908,1,5005.334128295372
890,908,1,5222.9120201192
820,907,1,5012.6777344877
878,907,1,4894.912909069748
922,907,1,5310.254466759982
811,907,1,5104.839067422
870,906,1,5051.4188188649605
838,906,1,4703.776965134519
850,906,1,5235.0204538010075
815,905,1,5030.687257185372
841,905,1,4888.766013353549
845,905,1,5025.5084434337605
844,905,1,4625.588753162156
906,904,1,4578.757505014693
865,904,1,5573.5691757666955
831,912,1,5442.400986704354
871,911,1,5373.664767802856
865,911,1,4393.247390903318
804,911,1,4630.166292409165
877,911,1,4854.433974342874
839,910,1,5042.36669360374
880,910,1,5107.844202847778
861,910,1,4991.545339474939
815,909,1,4979.134454187015
841,909,1,4999.426239307762
881,909,1,4419.056885690331
891,909,1,4719.477436130525
830,908,1,5062.1627737196195
773,908,1,5029.065650108497
834,908,1,5130.853888853884
885,908,1,5172.288309120337
877,907,1,4951.642910034381
843,907,0,4631.880247161252
896,907,1,4593.742104345878
802,907,1,4724.3622793206405
837,906,1,5561.704704479704
945,906,1,5123.267656137781
782,906,1,5093.423662257692
811,905,1,4864.8247417949
808,905,1,5030.67831981137
861,905,1,5107.880920342267
885,905,1,5182.453297764206
852,904,1,4656.405343077149
884,904,1,5000.215967467753
887,912,1,4754.826413987834
885,911,1,4776.457826739563
910,911,1,4899.33614904538
808,911,1,5032.516469968093
839,911,1,4855.977105234432
878,910,1,4502.0719142123635
822,910,1,4835.091704406844
880,910,1,5094.59345862637
798,909,1,5314.11048773468
849,909,1,4605.444360223231
846,909,1,5332.598682387028
768,909,1,5102.750443157502
894,908,1,5150.49546429058
770,908,1,5191.415906953452
827,908,1,4980.098524500542
910,908,1,4895.597248720728
853,907,1,5084.645369746277
839,907,1,5089.619777391594
804,907,1,5020.77889111602
941,907,1,4881.56775877625
787,906,1,5121.234311396371
920,906,1,4937.083070110955
798,906,1,4929.431209351272
887,905,1,4952.017984618534
901,905,1,5271.025361678007
895,905,1,5307.436791124282
876,905,1,4686.3335744083615
936,904,1,5143.12133855351
858,904,1,5368.873048070371
908,912,1,5156.0583984079
896,911,1,5347.0429569019425
853,911,1,5243.444189667977
852,911,1,4847.399851331519
920,911,1,4924.730065462403
840,910,1,5116.467511372324
806,910,1,4883.671005623226
920,910,1,5056.878358311922
885,909,1,5195.202316833142
852,909,1,5317.784497864016
851,909,1,4765.415614411861
899,909,1,4996.311472862298
846,908,0,5183.662542162881
837,908,1,5038.4620337048345
873,908,1,5293.751857674464
861,908,1,4930.460458607602
802,907,1,4986.352243778585
915,907,0,4872.948205762721
885,907,1,4984.615711635471
894,907,1,4839.839962664355
844,906,1,5057.795747610098
883,906,1,5349.164518934667
768,906,1,4867.17845686152
830,905,1,4825.40463645626
835,905,1,5019.16419090982
817,905,1,4780.992116248718
848,905,1,5975.772849300742
901,904,0,4869.180154934717
829,912,1,5127.308086612425
863,912,1,4921.983216946121
894,912,1,5429.652800980084
839,912,1,5013.789247989257
848,911,1,4579.756962084195
865,911,1,5260.079788955917
804,911,1,5430.075320241822
818,911,1,5319.928090528707
840,910,1,5052.916596062952
785,910,1,4926.960398371925
918,910,1,4952.321779801557
779,909,1,5454.715263149188
858,909,1,4681.148781850762
903,909,1,5216.869280484644
882,909,1,4702.923605665338
847,908,1,4621.312561972098
866,908,1,5244.537922395089
821,908,1,4605.134852589898
891,908,1,5445.221298006749
872,907,1,4984.9875652795035
774,907,1,5116.003906387798
827,907,1,4660.080344078455
893,907,1,5284.669131981605
871,906,1,4579.173936609373
828,906,1,4644.452905568902
792,906,1,4962.824726983579
833,916,1,4670.796128236506
811,913,1,5333.037396498577
826,913,1,4963.466343059582
905,912,1,5196.7613968836795
780,912,1,5278.040573613207
833,912,1,5237.200621354102
885,912,1,4577.769597770732
847,911,1,5226.825092125322
843,911,1,4860.7408873046315
850,911,1,4968.667322355887
892,911,1,4838.95553813288
813,910,1,4686.809266121696
769,910,1,5113.917281789837
836,910,1,4745.865208974076
837,909,1,5086.272744656932
810,909,1,4815.505648063897
824,909,1,4822.705939760997
817,909,1,4346.116242921848
906,908,1,4529.608209537483
804,908,1,5410.824902761394
901,908,1,5453.606992116096
809,908,1,4946.72155456174
876,907,1,5221.035550557305
859,907,1,4966.6146153953105
890,907,1,4926.643182644162
893,907,1,5107.095485192007
812,906,1,5396.435980022465
790,906,1,5202.17038197621
819,916,1,4985.7418122844
901,916,1,4903.49304848977
878,916,1,5178.971889198318
832,914,1,4919.173226057151
881,913,1,5116.620492357462
805,913,1,5049.1702791467205
857,913,1,5077.059513310241
865,913,1,4784.225030727192
865,912,1,5006.287471974977
845,912,1,5277.874343025895
801,912,1,5233.3430713080425
850,912,1,4744.4636902215025
844,911,1,4396.963309507022
854,911,1,4888.396872718105
837,911,1,5555.0705691945
887,911,1,5144.855727028442
771,910,1,5012.101457092442
798,910,1,5325.29698524205
821,910,0,5166.376497667868
926,909,1,5016.819721575768
861,909,1,4740.534718151241
870,909,1,4731.466899991003
862,909,1,5156.141826113842
833,908,1,4915.332228931075
861,908,1,5045.283937904025
892,908,1,4682.214337243662
918,908,1,5442.13413194551
901,907,1,4769.221340667095
883,907,1,5253.840309537492
816,907,1,5325.686597432739
865,916,1,5556.587561270757
855,914,1,4784.353934950447
820,913,1,4778.776335173898
845,913,1,4702.395802863013
859,913,1,5056.484066490782
850,913,1,5030.502195779465
872,912,1,4889.999287547412
884,912,0,4978.308707369018
868,912,1,4681.419911555679
871,912,1,4783.9362893602665
849,911,1,4811.580159035559
804,911,1,5480.033567102514
820,911,1,4960.856586646696
710,911,1,5148.461469077494
864,910,1,5290.003676203972
785,910,1,4912.43370144285
870,910,1,5061.249817570543
841,909,1,5096.104991712446
837,909,1,5213.399918526331
842,909,1,4794.116249458141
850,909,1,5083.179035963059
856,908,1,5032.5080593289285
803,908,1,4636.675077170516
789,908,1,4630.275069672667
808,908,1,5145.573025284699
838,907,1,5141.991418459996
787,907,1,5267.998927945644
860,907,1,5137.989916259856
821,907,1,5061.171267173618
838,906,1,4972.630428560125
881,915,1,4930.511908578171
885,915,1,5126.954521900488
850,914,1,5140.760694312301
792,913,1,5236.293197617017
883,913,1,5277.438973538285
843,913,1,4842.067999258645
913,913,1,5358.279082630562
856,912,1,5369.86464305723
884,912,1,4900.993577885592
778,912,1,5580.828123902361
875,912,1,5428.8579618605845
885,911,1,4876.57894893325
865,911,1,5211.193197660204
883,911,1,4891.1742899138
860,911,1,4426.587907708181
830,910,1,4760.112966099229
857,910,1,5100.843015582194
832,910,1,4890.5534665361
822,909,1,5216.134496403087
866,909,1,5065.992868603462
839,909,1,5526.788245335829
843,909,1,5148.768933580871
849,908,1,4877.964359170062
883,908,0,5213.614927449098
861,908,1,4641.987013709601
899,908,1,4998.694006100716
825,907,1,5258.333836787353
846,907,1,4822.763147223532
873,907,1,4921.407912644837
804,907,1,5101.430090760967
916,906,1,4978.610804008818
848,917,1,4879.596775874953
952,917,1,5192.187873599212
829,916,1,4934.816461466689
911,915,1,4473.722654746727
919,914,1,5004.7001805424325
882,914,1,4767.129875889816
931,913,1,5132.387517230443
846,913,1,4942.072240679471
798,913,1,5143.217290612509
830,913,1,4970.676798351813
821,912,1,4937.509183527567
894,912,1,5112.3734292305735
786,912,1,5358.570577877471
904,912,1,5267.374458208855
800,911,1,4847.328691729403
789,911,0,4867.561040981762
799,911,1,4985.978603905192
811,911,1,5102.900571634911
836,910,1,5167.356205538261
887,910,1,5352.768379705667
813,910,1,5420.407949286708
834,909,1,5160.227367936405
907,909,1,5144.839733805715
910,909,1,4983.606615585113
921,909,1,5145.152807657992
822,908,0,4956.057271219732
868,908,1,4905.476777119471
791,908,1,4738.844177962677
893,908,1,5168.683723117952
797,907,1,4829.500734868937
828,907,1,4728.01824299485
879,907,1,4986.861951645976
867,907,0,5258.193567381626
893,906,1,4899.5000702103835
846,917,1,5039.186549248182
911,917,1,5098.894113183885
874,917,1,5128.694417177922
808,916,1,5050.449712647441
828,914,1,5070.1773814509015
913,914,1,5182.8892328033035
897,914,1,5102.741245870266
901,914,1,5172.667925270492
897,913,1,4633.439648587066
824,913,1,4755.168379261244
877,913,1,4888.33816469461
829,913,1,5005.569998694835
882,912,1,5186.0150353106965
817,912,1,5206.079656446964
904,912,1,4990.062634118354
828,912,1,4930.083311767064
809,911,1,5337.328984936594
856,911,1,5034.3569479521875
861,910,1,4959.129099239601
875,910,1,5100.532793018393
909,910,1,5018.643420008803
794,909,1,4609.536000637888
877,909,1,5101.776278107546
847,909,1,5246.2522676696935
810,909,1,4851.988575583538
859,908,1,4795.34337063338
897,908,1,4742.244740741245
851,908,1,5289.745096061557
851,908,1,5076.998193643453
888,907,0,4859.526190071335
856,907,1,4727.691471273011
810,907,1,5059.55475455818
823,907,1,5004.941505605094
840,906,1,4765.331820436246
886,902,0,5103.939998407474
850,917,1,4832.166995341808
810,917,1,4722.04783044738
843,917,1,5078.7165430419545
882,916,1,4978.476794772022
785,915,1,4808.044080209708
818,915,1,4817.305375949333
813,915,1,5171.671556875833
841,914,1,4979.235141902219
919,913,1,4905.8742180421805
832,913,1,4691.184148785767
863,913,1,4770.699376616053
785,913,1,4806.539414225863
828,912,1,4898.311866831306
850,912,1,5120.994930979543
851,912,1,4668.74939662258
837,912,1,4745.701218511587
832,911,1,5128.273974975313
868,911,1,4928.037304923192
856,911,1,5137.889640005614
816,910,1,4927.786339769813
916,909,1,5292.923943440438
819,909,1,5154.3737846112135
880,909,1,4890.096270690979
838,909,1,4834.206163373229
831,908,1,4894.977299256446
787,908,1,4887.933197042108
886,908,1,5158.020877694307
838,908,1,4633.283517547638
838,907,1,4760.382854971772
910,907,1,4937.134105163946
870,907,1,4925.973671574496
929,907,1,4524.454133979445
920,906,1,5188.47794141745
890,902,1,5068.907889904889
818,917,1,5088.39642564324
891,916,1,4834.119425310159
845,916,1,4710.363710868868
889,916,0,5609.984979550462
844,915,1,5388.583749629626
876,915,1,4983.049393011733
870,915,1,4943.277555559966
851,915,1,5255.171037448978
830,914,1,4743.903027087134
763,914,1,5178.148441802381
788,914,1,4932.307546677062
875,913,1,4903.8591294544685
841,913,1,5036.335239054642
891,913,1,4693.474788741718
906,913,1,4743.083324602584
883,912,1,4876.381371268691
816,912,1,4814.079896233862
827,912,1,5055.182248118201
893,912,1,5222.030067375748
889,911,1,5324.965894645051
865,911,1,4949.246232342847
841,911,1,4593.984647634949
925,911,1,4865.721835396889
903,910,1,5314.939212666423
864,910,1,4615.690036952422
833,909,1,5028.619033890947
908,909,1,5208.19770550128
849,909,1,4799.825946532896
896,909,1,4488.0227510514615
967,908,1,5119.497030391717
880,908,1,5221.986869474432
826,908,1,5101.728428455997
792,908,1,4707.106778658133
876,907,1,5047.02328164956
891,907,1,5158.996744714228
913,907,1,5000.903712602865
852,907,1,5368.606151442171
926,906,1,5739.947546508329
816,906,1,5175.125560069625
824,906,1,5045.882548693575
894,903,1,5085.851718305395
893,902,1,5158.3343712894075
855,917,1,5045.799620318187
870,917,1,5065.4842731489425
771,916,1,5073.116889345794
872,916,1,5375.816597051568
841,915,1,4686.400793664099
775,915,1,5229.940094534355
914,915,1,4866.194508932741
804,915,1,4915.753398196161
785,914,1,4828.1739552998615
836,914,0,4904.460164815136
885,914,1,5116.394669530018
808,913,1,4972.342237597638
865,913,1,5256.952027879375
815,913,1,4879.1380567861
855,913,1,4870.213592359554
782,912,1,4915.6881854513495
816,912,1,5417.933196715274
884,912,1,4759.371951829365
867,912,1,5199.679687021435
822,911,1,5185.732087175947
853,911,1,5329.827953243352
864,911,1,4847.038685197501
859,911,1,5268.222828543036
829,910,1,4685.872516718269
941,910,1,4904.8349460922855
939,910,1,5164.046994421631
845,909,1,4547.509302848818
875,909,1,4800.986899528635
865,909,1,5619.628183686401
812,909,1,4809.923371952531
867,908,1,4929.545896848694
836,908,1,5300.620238700468
913,908,1,4893.261523051397
889,908,0,5142.949261081142
917,907,1,5239.349589674128
872,907,1,5175.482208170204
801,907,1,5011.121016248443
812,907,1,4654.014722922649
813,906,1,4761.2204685671795
821,906,1,4428.483405923394
828,906,1,4883.16949732119
844,905,1,4991.39711674217
845,905,1,4779.455557428874
817,904,1,5039.733091140406
784,904,1,5270.150448191469
824,903,1,4555.705652588574
873,903,1,4950.481803491299
878,903,1,4848.941498423312
837,902,1,5199.157733917114
854,917,1,5344.146480288958
832,916,1,5169.387985331842
860,916,1,5511.56366566063
827,915,1,5155.330781117383
895,915,1,5056.938916908462
863,915,0,5270.873872114974
869,915,1,5074.746681109703
787,914,1,4775.343670968274
806,914,1,4608.765683230644
