crimes,armas,delegacia,investimento
935,910,1,5070.650292864662
934,910,1,5054.202659074299
936,912,1,4250.981352630647
931,907,1,4594.756299532357
933,909,1,4779.4805383465455
933,909,1,5171.0851056151305
936,911,1,4785.305781497316
934,909,1,5131.137542206389
934,909,1,4707.273363660071
933,908,1,5402.031089123799
929,904,1,4690.612589849174
936,912,1,4415.001494055038
932,908,1,5005.508024536049
937,912,1,4772.807929550498
934,910,1,4940.803416547262
936,912,1,5073.329809281182
937,913,1,4744.3137248920875
933,909,0,4878.292507596939
933,908,1,5113.636140089515
935,911,1,4957.645524427527
931,906,1,4818.662481026329
935,911,0,4933.236988558315
932,908,1,5232.044086657028
933,909,1,5212.044293890693
933,909,1,4950.608573624748
936,912,1,5245.7040583162025
933,909,1,5190.13636737698
932,908,1,5286.773191583815
936,912,1,5217.388182640997
931,907,1,4966.0630634774
937,913,1,4876.626512868697
936,912,1,5412.6033827178835
937,913,1,5486.257875908568
933,909,1,4913.434530437186
938,913,0,5038.14776933203
931,907,1,5009.141820502841
936,912,1,5073.477486830555
933,909,1,4802.998771945887
933,909,1,4809.742767806017
934,910,1,4949.244323703947
935,910,1,4897.593760415426
937,912,1,5285.392291470124
934,910,1,4617.268111868575
931,907,1,4996.225984350531
931,906,1,4630.8390892506095
937,913,1,5089.364247317131
935,911,1,4821.661224253279
937,912,1,5197.097603671689
935,911,1,5576.096145799596
933,909,1,4960.649754739777
936,912,1,5094.615604100585
933,908,1,5175.493247590526
933,909,1,5251.313917917588
935,910,1,4872.984694957808
934,910,1,5559.267765521303
932,908,1,5105.22323542219
933,909,1,4815.6923578889855
938,913,1,5364.532334052
934,910,1,5076.7669081464
935,911,1,5004.482612762934
932,907,1,4933.509021607474
937,912,1,4965.0617982438525
932,908,1,5175.716873912179
935,910,1,5483.642551050614
936,912,1,4965.821825043677
933,908,1,5158.157504268081
933,909,1,4867.133548172087
933,909,1,5173.792320829396
932,908,1,5335.13262251589
934,910,1,5274.707391569847
933,909,1,5269.715609727774
933,909,1,5037.432692319846
933,909,1,5253.428460130565
931,907,1,5203.004654514827
931,907,1,4606.348072653643
933,908,1,5215.430349305377
931,907,1,4704.8978863934635
933,908,1,4685.285838192912
933,909,1,5062.400440303091
936,911,1,5461.5993920871715
934,910,1,4745.429137199265
935,910,1,5087.698444021571
936,912,1,5249.047781800705
937,912,1,5099.916450874837
933,909,1,5313.253253830865
932,907,1,4434.078278545831
934,909,1,5066.893015288378
934,909,1,5407.485294090769
937,913,1,5073.7864576393295
935,910,1,5214.4009089445835
932,908,1,5189.586164623389
937,913,1,5029.21803086143
930,906,1,5084.01556474895
935,911,1,5454.989639269054
933,909,1,4779.021412335465
937,912,1,5142.299866053185
934,910,0,5011.634455376612
933,909,1,4814.091304210481
935,910,1,5372.521081252235
933,909,1,5121.488163815332
937,913,1,5613.291987923221
936,911,1,5067.215690433154
933,909,1,4634.3927066614515
931,907,1,5520.5210990441865
933,909,1,4846.682211414176
934,910,1,4822.816299301418
935,911,1,4910.432846421286
937,913,1,5194.133729460051
937,912,1,4979.04146001777
933,909,1,5058.547023945169
933,908,1,5185.027465307413
934,910,1,5336.253250011016
934,909,1,5032.236107175354
933,909,1,4927.203973500796
938,913,1,4991.43254874122
937,913,1,5166.96523892625
934,909,1,4605.320696364442
938,914,1,5186.817721866654
933,908,1,4590.204429629743
931,907,1,4560.753911982986
931,907,1,4936.440932788419
938,913,1,4831.824309153835
935,911,1,4621.0755931527965
937,913,1,4833.172940952825
934,910,1,4970.09591943786
932,908,1,5114.535464771009
934,910,1,4917.920373572234
931,907,1,4998.596378986762
934,910,0,4940.066603683766
933,909,1,5082.270350726546
938,913,1,4831.190614907014
933,909,1,5341.022942187499
931,907,1,4698.92302096678
934,909,1,4978.903916095532
933,909,1,4771.3600020835265
933,909,1,4987.400590389505
937,913,1,4991.280029712307
933,909,1,4609.740249421698
939,915,1,5141.232370553582
933,909,1,4873.691962460134
933,909,1,4875.981069408248
934,910,1,5422.033010705496
933,909,1,5108.6375959106335
938,914,1,5046.077718574415
932,907,1,5121.000599728054
937,913,1,4983.08776054164
935,911,1,5484.531426479276
934,909,1,4754.53897096588
932,907,1,5215.731035943237
936,911,1,5081.943607906423
933,909,1,4673.885276890212
936,911,1,5145.178685043084
936,911,1,4865.776883953068
937,913,1,5005.097378978838
931,907,1,4784.030748873398
938,914,1,4914.410608213836
936,912,1,5011.171605871959
935,910,1,5094.233677993781
934,909,1,4841.045277864535
931,907,1,5123.195464113438
934,910,1,4631.486639605363
933,909,1,5034.7346432978575
934,910,1,4870.368903941794
932,908,1,4743.226220460794
934,909,1,4808.868306533805
934,910,1,5195.796436134566
934,909,1,5353.567019798802
934,909,1,5033.142028493987
936,912,1,4753.365666201137
934,910,1,4835.843457693602
938,914,1,4750.909140427411
934,910,1,5383.193671475065
931,907,1,4943.157896718563
932,907,1,5143.913464509082
933,909,1,4862.264010870703
934,910,1,4881.656739723623
936,912,1,4944.101283711986
931,906,1,5362.754924160224
935,910,1,4990.929478143325
931,907,1,4812.560014854235
935,910,1,5066.362194688521
934,909,1,4588.406832751309
936,912,1,4441.031857040702
937,913,1,4778.361441180763
932,907,1,4692.758761302877
937,913,1,5066.462219021662
933,909,1,5046.903593865219
934,910,0,5326.822559315262
936,912,1,4956.4899669983
938,914,1,5297.239898354166
931,906,1,5523.51034412855
936,912,1,5170.103779180476
937,912,1,4984.231473768669
934,909,1,5024.864809368811
929,905,1,4703.825475433424
936,912,1,4997.023311330405
934,909,1,4669.595435715568
933,909,0,4914.1708820197
933,909,1,4775.839678643877
937,913,1,4662.956609003122
936,912,1,4761.078311499974
938,914,1,4869.244887659319
937,913,1,5084.965178340038
938,914,1,5015.813794983593
932,908,1,4759.511210258846
934,910,1,4989.82798297933
933,909,1,5171.707811676208
935,910,1,5009.985556393488
937,912,1,5086.0624245458175
935,910,1,5320.540949343907
934,910,1,4845.743213389834
939,915,1,5159.614567054515
933,909,1,5364.870795989949
938,914,1,5483.673402539003
937,913,1,4894.109074643222
937,913,1,4990.878856332124
937,912,1,5617.2642824061695
935,911,1,4788.983451027445
936,912,1,4717.034180945967
932,908,1,5369.6082313165925
936,912,1,5263.099329195175
935,910,1,5150.588610801037
936,912,1,5375.010298645577
933,909,0,5126.683469605627
940,916,1,4700.197561502566
936,911,1,5363.915266364542
933,908,1,5191.441230870234
935,911,1,5271.342590713174
931,907,1,4884.91428722179
934,910,1,5603.791747013679
932,907,1,4941.9089666584
934,909,1,4761.271185696457
934,910,1,5374.185309445248
933,909,1,5064.452215832552
933,909,1,5380.96051275136
932,908,1,5506.624218345316
936,912,1,5072.49995472305
936,912,1,4948.5433055427575
935,911,1,4648.71809232858
929,905,1,4758.464390393769
932,907,1,5157.165322190044
935,911,1,4845.351574777976
937,912,1,4998.958836476362
932,908,1,5238.065479259129
936,912,1,5223.09304519809
932,908,1,5174.771918526061
931,907,1,5211.029941546269
934,909,1,5423.226492846972
935,910,0,5033.4221916434735
936,912,1,5069.460728574672
933,908,1,4964.207030607178
932,908,1,5058.632140207491
937,913,1,4984.469674946523
932,908,1,5189.238362248248
936,911,1,5112.333103305965
934,910,1,5294.80753518422
937,913,1,4742.050467726896
933,909,1,5281.077915317121
932,908,1,4669.391475981964
937,912,1,5102.393208734805
932,908,1,5131.01351742901
933,908,1,5300.158000969116
935,911,1,5454.009900431845
933,908,1,4909.050930473102
936,911,1,4891.651876033346
936,912,1,4859.19124195562
933,909,1,5315.474712156419
937,912,1,4788.762318776107
937,912,1,4478.12933264107
934,910,1,4792.030138926052
933,909,1,5073.524288630856
937,913,1,4892.047615604236
936,912,1,5300.733950650045
933,909,1,4645.802385950946
934,910,1,5139.517450261806
938,913,1,5011.89944834726
934,910,1,4825.111582347209
937,913,1,5355.101712784305
932,908,1,4899.213235083971
932,908,1,5277.610196309684
934,909,1,5176.3376626517775
932,908,1,4909.745744739736
938,914,1,5241.206357672441
931,907,1,4835.830268013527
934,909,1,4846.709970845417
935,910,1,5094.987934332457
936,912,1,5182.893372670071
935,911,1,4845.961865357298
934,910,1,4959.6742630189
936,912,1,5056.599997898356
937,913,1,4905.809082471374
936,912,1,4557.673511665853
931,906,1,4812.816591692762
931,907,1,4730.032904898504
932,908,1,4905.399586432775
933,909,1,4943.979116138072
933,908,1,4757.502428862872
934,909,1,4577.370986566222
932,908,1,5226.306546468793
930,906,1,5044.015517517883
937,912,1,4711.6579803304985
930,906,1,4838.367381733008
936,911,1,4990.040933898263
935,910,1,5139.326646787013
933,909,1,4832.197259600577
937,913,0,4727.114937596735
936,912,1,5244.255695837155
932,908,1,4908.665193305936
936,912,1,4837.207510987331
935,911,1,4986.059317608152
934,909,1,4983.611453240467
936,912,1,5348.558425516943
936,912,1,4940.972889490621
935,911,1,4888.92015445946
936,912,1,5103.872546673786
937,913,1,5375.152744746385
933,909,1,4767.363995112154
935,911,1,4914.296638032834
935,910,1,4244.865084932961
936,912,1,4841.226362660655
931,906,1,4932.794263431207
935,911,1,4626.4310110223705
934,909,1,4703.50232008828
932,908,1,4468.341851816263
937,912,1,5128.09818912753
934,910,1,4979.423001419051
933,909,1,5160.428543279978
933,909,1,4783.4737348824865
931,907,1,5359.42819426714
936,912,1,5245.704095656429
929,905,1,5065.262303135782
932,908,1,4967.250226605257
937,913,1,4969.477495594733
936,912,1,4700.24038802075
941,917,1,5175.654183118545
930,906,1,4832.469188626826
936,911,1,4934.862883617112
936,911,1,5039.352322158923
933,909,1,4797.460469462078
932,907,1,5132.033985028771
935,911,1,5234.201783189132
933,908,1,4537.578074685991
933,909,1,4497.932775205335
933,909,1,4793.145529970608
934,910,1,5262.014549296182
932,907,1,4927.89123176
937,913,1,5194.762651121349
935,911,1,5197.941041216236
933,908,1,5338.270329579818
935,911,1,4839.15290960206
936,912,1,4865.046287760073
933,909,1,4857.261432403686
931,907,1,4404.6001290666445
936,912,1,4708.3923787978765
940,915,1,5231.610639428714
936,912,1,5294.521657427344
937,913,1,4760.631264880835
934,910,1,5091.058622330863
937,912,1,4808.037282068158
937,912,1,4679.1672149917995
933,908,1,5449.938851028187
936,912,1,4964.1371595079445
936,912,1,5391.358035578992
935,910,1,5346.60250147524
937,913,1,4758.783095696829
935,910,1,5155.529983641727
934,909,1,5152.617885060412
936,912,1,4591.691898847139
934,910,1,4990.779165048631
933,909,1,4970.4619200288
931,907,1,5143.330763599073
933,909,1,4925.486800428382
934,910,1,5379.345816359465
937,913,1,5188.861463441703
931,906,1,4836.007188166682
933,908,1,4920.385780285697
933,909,1,5084.10996260964
936,912,1,5279.462047576994
934,909,0,4626.441059450841
936,912,1,4985.171341182019
934,909,1,4602.711348556337
933,909,1,4866.531938148655
933,909,1,5149.297132459077
938,914,1,4885.766119304828
938,914,1,4454.180789143733
937,912,1,4757.397618822091
939,914,1,4860.744346003436
936,912,1,4387.383211414056
934,910,1,5005.356782812226
934,910,1,5079.190026088546
933,909,1,4523.489320566186
933,908,1,5033.0800251723485
936,912,1,5082.203545186241
937,913,1,5354.651436632893
934,909,1,5051.238722726453
933,909,1,5411.554623256833
935,911,1,5079.548029080908
932,907,1,4984.623176135104
932,907,1,5323.759806309022
937,913,1,4849.970537265657
937,913,1,4853.45869591877
935,910,1,4982.193195405226
937,913,1,4862.319184180712
934,910,1,4938.167029573177
938,913,1,5026.5764469668975
938,914,1,4959.999984111758
933,908,1,4875.494681112897
931,906,1,5184.639776214327
934,910,1,5423.785517460691
936,912,1,4802.154582983304
934,910,1,5535.2734755662095
937,913,1,4719.520261832167
938,913,1,5007.819654977493
935,911,1,5325.544728245139
932,907,1,5143.389470221416
932,908,1,5254.586660437925
937,913,1,5061.275844008808
929,905,1,5118.9720270528715
936,911,1,4587.363024389848
937,912,1,4749.093653492397
934,909,1,4866.851287218346
931,906,0,5152.657502918843
934,910,1,4679.5745452309775
937,913,1,4765.9780284595145
937,913,1,5112.937121895811
931,907,1,4969.3499674141085
937,913,1,4994.200167376627
936,911,1,4815.7925047215895
936,912,1,4894.4964147393885
934,910,1,4953.744643166278
936,912,1,5001.332153337126
936,912,1,5232.162877211377
936,912,1,5012.107005375453
937,913,1,5259.878268537465
933,909,1,4922.378690168457
937,913,1,4514.222568380654
933,908,1,4954.574989711052
933,909,1,4391.919728009587
937,913,1,4910.448170949644
935,911,1,5638.879229046817
933,909,1,5139.645246952073
934,910,1,4799.198570307219
936,912,1,4771.719035643215
938,914,1,4880.1238056161255
933,909,1,5210.0086787650425
935,910,1,4949.55642853653
933,909,1,4697.461401330849
934,910,1,5016.835969259006
933,909,1,4920.050002212929
934,910,1,5186.661545595253
934,909,1,5132.374573416539
934,909,1,5297.403535045261
933,908,1,4828.844799851194
934,910,1,5071.388320467152
937,913,0,5417.752005260804
932,907,1,4775.08305417863
933,909,1,5037.86637434665
933,909,1,5051.6554432054945
934,909,1,5068.776701991944
931,906,1,4933.815909473403
931,907,1,5132.677114638083
934,910,1,5028.590939428252
935,911,1,5113.712177775917
932,908,1,4638.5662494505605
931,906,1,5213.679463310563
936,911,1,4831.020643007668
933,909,0,4879.123904549457
933,908,1,5141.77334170554
935,910,1,4888.0582806976445
933,909,1,4689.50814078998
933,909,1,4961.587415634548
933,909,1,5007.462603902176
939,915,1,4793.8422900131245
929,904,1,5052.969380946602
931,906,1,4951.137281395283
936,912,1,5616.31315654233
935,910,1,5450.133806661855
936,911,1,5003.30245514092
934,910,1,4535.07629746012
938,914,1,5318.416379012547
932,907,1,5493.815616246532
932,908,1,4692.341987228952
936,912,1,4985.211201064944
931,907,1,4956.317496053376
934,910,1,4858.106319987182
938,914,1,4537.948829357288
936,912,1,4984.162644313345
936,912,1,5301.732160902352
938,913,1,4993.847922807279
934,910,1,4948.86517411787
937,913,1,4863.460807195679
937,913,0,4711.601682737426
934,909,1,4927.759465525357
931,907,0,4805.338719807063
932,907,1,4783.651473878123
936,912,1,4640.8132688390015
937,913,1,5261.864715289949
933,909,1,5193.145222824156
934,909,1,4891.292417790539
937,913,1,4570.162881127303
933,909,1,5054.9882261897965
937,912,0,5017.185816717082
934,909,1,4728.667337406202
939,914,1,5049.472556716091
932,908,1,4634.959620571437
931,907,1,5234.054868711658
933,909,1,4603.763352830004
934,909,1,4812.823412952347
937,913,1,5354.434107824361
933,909,1,5115.920046901696
934,909,1,5431.277705950456
935,911,1,4713.43526118679
932,908,0,4840.30464514618
931,907,1,5052.472509398795
937,913,1,5249.038303318842
934,910,1,5244.415344496916
934,910,0,5056.011607061534
930,906,1,4867.202495722763
934,910,1,4772.692735963072
933,908,1,4825.749621143794
937,913,1,5054.72375594784
937,913,1,4738.744803180477
934,910,1,4839.815642299123
935,911,1,5284.884978986721
936,911,1,5009.271506317943
937,913,1,5143.535119210104
937,913,1,5217.704540582114
933,909,1,5391.884678215742
937,912,1,5058.591657292466
932,908,1,4789.773543249952
931,907,1,4796.969419142894
936,912,1,5002.218163932173
935,911,1,5258.323423779007
935,911,1,5072.514615529988
931,907,1,5179.190219320097
937,912,1,5106.002200968032
931,906,1,5452.989754645
933,909,1,5205.807993059386
936,912,1,5013.200555794554
933,909,1,4595.7271419407025
934,910,1,5220.776355906386
932,908,0,5308.989444558021
937,913,1,5430.104364020343
933,908,1,4950.506511447657
934,909,1,5092.5096215505755
937,912,1,4885.593088409311
938,914,1,5419.3928172625765
932,907,1,4957.675176331043
938,913,1,4945.579749341042
933,908,1,5346.764953457061
933,908,1,4986.251321499268
934,910,1,4981.819094242741
938,913,1,4839.405403999692
936,912,1,4870.787330371547
929,904,1,4937.184557519954
937,913,1,4753.187131703027
933,909,1,5033.552927465334
933,909,1,5062.323813844495
938,914,1,5288.48735049935
931,906,1,5003.619599444489
935,911,1,5073.092201241665
937,913,1,5204.579313547813
937,913,1,4963.247535851011
935,910,1,4866.588579866459
932,908,1,5337.122940173551
938,913,1,5131.7018274316915
937,913,1,4760.618708458096
937,913,1,4833.930204575133
935,911,1,4488.291220581703
930,906,1,4939.749591667458
938,914,1,4943.939712507823
936,912,1,5038.689448958806
936,912,1,4939.362811402169
933,909,1,4986.397925418191
932,908,1,4995.174445673317
936,911,1,4909.617177092696
935,911,1,5049.927798980136
935,911,1,4715.956919946268
937,913,1,4933.707623256936
937,913,1,4633.122493766823
931,907,1,5183.183717228922
936,912,1,5028.19114449939
935,910,1,5190.6379705681275
933,908,1,5334.660680918947
936,912,1,4609.698103163578
938,914,1,5012.476853561954
935,911,1,5023.035787112484
933,909,0,4833.146569716919
938,914,1,5036.617213785982
938,914,1,4382.93025561433
937,912,1,4529.744504756901
938,913,1,4446.9696044449465
932,908,1,5029.027568058576
934,910,1,5128.636263973177
936,912,1,5085.920698724473
