crimes,armas,delegacia,investimento
815,910,1,4871.888248415586
760,912,1,5091.383822676907
872,914,1,5211.36754540251
836,914,1,5135.1352593514475
894,909,1,4678.911829572956
872,914,1,5056.962512851423
819,910,1,5155.4409234078375
906,913,1,4785.038844573868
891,909,1,4984.4278778273165
955,907,1,4924.888457343513
914,911,1,5216.632522474566
896,909,1,5046.469900319373
873,915,1,5067.588851573215
878,911,1,5466.3761256812895
815,914,1,5106.634933766692
830,912,1,5651.985355612755
899,909,1,5280.729547062632
908,910,1,4702.100755830749
853,913,1,5039.383423790408
932,909,1,5372.714572546774
852,912,1,4733.029176723987
848,912,1,5398.388393095657
860,908,1,4950.7316497617
816,913,1,4666.29430411271
827,913,1,5027.1248704266945
838,913,1,4905.77497531758
868,914,1,4931.741889350515
789,913,1,5099.752011306136
898,912,1,4625.770005621494
807,909,1,4813.246281132443
794,910,1,4848.805098136608
842,912,1,5616.689844528108
946,911,1,5247.8846416971965
823,911,1,5217.94144425539
828,909,1,4626.8299586630765
875,910,1,5322.319625235151
856,913,1,5341.803197138377
865,910,1,4757.281367620753
841,913,1,5136.945175979093
823,910,1,4671.091978828356
884,914,1,5059.94864034497
913,910,1,5387.028138832453
834,915,1,4873.8891490216
866,913,1,4926.355457825638
800,909,1,5075.716303581097
812,910,1,4940.060259246449
900,912,1,5122.116262293573
795,914,1,5029.248959382091
826,911,1,5161.709089782419
833,909,1,5273.291770633695
817,911,1,4955.481763081335
856,911,0,5033.5141802452235
818,911,1,5061.572158123027
799,917,1,5207.479730316995
865,914,1,4609.406671360634
903,908,1,5010.187014575856
817,912,1,4980.62630710554
847,911,1,4935.02628751273
824,905,1,5414.97830768888
872,910,1,4935.683939282661
789,909,1,4863.865635732725
833,915,1,4913.832997198548
814,911,1,4968.901756940573
741,911,1,4834.041416621467
856,915,1,4978.021084743362
861,913,1,4901.164246639125
899,907,1,5703.528826402536
917,914,1,5109.47416848648
931,907,1,4973.154258110686
846,913,1,4916.424284438046
771,913,1,5247.021614983887
819,911,1,4911.218431408958
793,913,1,5343.794447825246
873,910,1,4758.581955807587
849,910,1,4444.6952585761
793,909,1,4853.832525831325
794,906,1,4753.796778091767
897,913,1,4927.520958987232
811,909,1,5046.5845527039655
853,914,1,5093.920634325278
834,908,1,5006.345759769067
885,914,1,5142.363649115833
806,913,1,4988.212926481096
824,908,1,4730.392431013174
960,917,1,4786.331752916142
839,912,1,4717.346464922824
906,915,1,5206.755090486351
875,914,1,4908.577767502731
846,910,1,4614.245202078818
886,908,1,4842.617766440832
897,913,1,5002.517268076504
880,910,1,4395.279984192636
840,910,1,5244.515487145976
815,913,1,5491.064239509258
828,908,1,5136.291859047478
811,910,1,4747.76315617203
825,914,1,4976.28094810766
933,913,1,5033.006390836175
821,916,1,4976.610556535869
881,912,1,4805.280550584914
848,911,1,4749.435154995196
815,913,1,4902.331507104018
822,909,1,5007.352705812768
873,912,1,5178.48996147278
887,908,1,4971.697532965526
817,910,1,4431.898928788873
920,909,1,5051.328178891124
928,914,1,4962.89693108246
847,913,1,4822.384828349053
845,908,1,5234.619465349786
835,911,1,5207.4935513182145
807,909,1,4952.136585187232
942,910,1,4592.004717106838
868,910,1,5067.5718415813935
806,908,1,5160.661237777866
826,914,1,5267.92481554842
817,910,1,4849.812528893571
869,910,1,4768.707210534296
906,910,1,4965.057909243933
831,913,1,4648.90850784543
886,911,1,5058.406862557264
915,910,1,4725.714969421695
780,911,1,4983.147275483513
821,911,1,4743.398299608349
929,912,1,5274.515346315193
883,913,1,5361.153289461458
889,911,1,5502.38678998237
846,909,1,5032.402463466075
844,907,1,5330.071121806757
833,910,1,5087.949472084933
763,910,1,5197.422205197457
847,913,1,5018.00242533688
804,910,1,5243.298246777265
882,909,1,5295.743257210023
827,909,1,5084.664561278214
766,909,1,5037.4354480085685
843,912,1,5249.5354711854925
838,912,1,4539.342720457265
898,907,1,4592.1498512327535
856,910,1,4882.1939803632795
879,911,1,5002.051640046262
816,913,1,4559.41361159407
832,914,1,4667.807621849307
868,911,1,4883.680739207589
900,913,1,5060.083852459128
842,910,1,5144.93918383499
926,914,1,4933.440683127351
885,909,1,5170.3748245260385
835,913,1,5233.856761136105
875,912,1,4825.69774309929
790,910,1,4862.279319679609
766,909,1,4846.74363717454
835,909,1,4802.997359451116
839,915,1,4888.565085233125
803,913,1,4995.810551731392
830,914,1,4916.573608733456
829,915,1,5131.0909094931785
910,911,1,5055.921419345278
823,910,1,4860.528217384063
877,912,1,4973.323786002333
842,911,1,5074.906552751531
811,911,1,5101.348162663576
844,910,1,4919.954967529902
808,908,1,4452.960699051974
805,909,1,4915.173723634366
876,913,1,4616.615443005857
935,915,1,5015.723481265118
862,912,1,4714.610001742891
838,909,1,4921.871508958973
815,909,1,4830.836448191779
863,914,1,4652.230150892667
862,913,1,4781.985409464351
838,909,1,4728.90794217558
848,911,0,5113.347123895711
836,911,1,5226.317270478953
877,910,1,4798.0533188828595
828,907,1,4955.868799966194
833,912,1,4564.058798265785
856,912,1,4908.199837963689
841,912,1,5034.8230875864465
828,909,1,4520.869224733734
832,910,1,4923.0101108499975
852,910,1,4532.09803433192
881,910,1,4709.564454385548
856,913,1,4916.774576192777
829,910,1,5083.605851950003
831,910,1,4655.302054651998
851,910,1,4882.635866895322
861,913,1,5272.530895344419
829,914,1,5141.753546383655
873,910,1,4852.1948016202205
854,909,1,5329.518077477621
843,913,1,4923.694039824719
847,910,1,4858.308891191664
783,914,1,5098.924048194044
868,913,1,5225.088344977049
828,913,1,5145.155450647001
848,909,1,4957.091320019888
890,910,1,5451.658462311888
772,909,1,4798.968020365885
817,910,1,4983.381323120982
802,913,1,5059.839628969463
918,911,1,5159.196585753707
935,914,1,4958.241951204526
831,911,1,5054.623297844858
908,914,1,4950.726949367343
844,913,1,5353.264344704531
847,909,1,4717.205535622497
889,911,1,4761.740960851639
862,910,1,4509.320400547476
864,914,1,5160.553893620242
853,910,1,5073.503984635944
795,910,1,4899.582919088997
827,910,1,5186.563282755848
863,912,1,4983.659632450492
818,910,1,4982.193888609037
967,909,1,4575.88602403246
865,913,1,4552.042743845867
822,913,1,4693.327114125294
837,909,1,4713.357964032719
766,906,1,4673.625496862412
835,909,1,5093.615960093754
863,915,1,5208.214507199926
863,910,1,4836.69100089134
858,910,1,5254.202425820937
873,909,1,4632.9140116674735
836,913,1,4996.104248036264
899,909,1,4845.111967329867
862,910,1,5231.492747308783
784,911,1,4659.384658783892
874,914,1,5382.219494415806
778,912,1,4894.16949501937
882,913,1,5558.109488098383
827,913,1,5142.6279903759105
877,910,1,5193.307925705776
817,915,1,5189.993309378737
884,915,1,4968.39582724101
823,908,1,4802.870885267013
862,914,1,4895.762703582058
866,915,1,5408.086232036138
842,914,1,4831.947382299163
781,912,1,4838.566392013104
814,908,1,5193.404216429365
763,914,1,4879.142405460213
790,910,1,5076.483902974779
853,914,1,5398.725906089985
910,908,1,4771.936214034285
834,913,1,5306.1491677405365
806,909,1,4774.818222651512
791,909,1,5272.903856453532
909,912,1,5335.31756306912
824,914,1,4913.20399334086
873,906,1,4557.456890422118
868,909,1,4894.276101300792
852,910,1,4890.394398231579
852,910,1,4753.324781082152
839,912,0,4894.566438785859
821,910,1,5019.02436343559
829,914,1,4696.3810203292105
867,908,1,5304.101594213078
833,914,1,4669.919941060987
855,913,1,4934.267638704562
807,908,1,5055.30075314417
871,915,1,5263.351175764032
912,910,1,5220.166568411801
798,911,1,5226.692445064639
812,917,1,5399.87629454968
864,911,1,4595.141749248287
815,914,1,4727.0852071992485
829,910,1,4970.81553377066
815,913,1,4822.186332153338
868,913,1,5209.298409226685
855,911,1,4895.604846953347
894,914,1,5025.701539444255
908,910,1,4498.025239332821
801,914,1,4661.115511842166
898,915,1,5055.953141341973
844,912,0,4855.720521388
820,913,1,5190.05062270208
874,911,1,5146.828400594373
891,910,1,5208.203906283159
890,914,1,5119.841530969633
834,911,1,4739.580804265013
810,910,1,5373.245474813107
933,910,1,5418.080732415446
905,913,1,4870.677091923365
813,911,1,4594.344397938704
851,915,1,4953.150442031527
859,914,1,5192.868853696199
863,908,1,4592.930520315759
859,910,1,5472.079740936275
837,910,1,4922.571057310146
865,911,1,5028.782244919008
827,910,1,5082.971835365453
862,913,1,5306.873669160453
885,911,1,5319.860962793986
816,913,1,4753.992934095408
886,913,1,5041.741371744077
899,909,1,4916.93676529603
895,913,1,5305.71464285219
824,911,1,5133.620363703666
855,911,1,4681.090886864134
795,913,1,4707.666198407272
792,914,1,4768.828282583189
808,910,1,5204.452939892684
874,910,1,5135.046223970058
872,910,1,4740.69650265637
801,909,1,5005.085348762311
844,910,1,5147.172419632928
859,913,1,5478.589106012354
893,914,1,4973.916860905668
847,909,1,4882.639505621068
862,913,1,4855.97758531457
775,913,1,5053.997818058224
850,915,1,5148.108470342391
865,908,1,5124.375420736487
828,910,1,5357.754759140547
844,914,1,4752.630934575125
888,910,1,5365.127095701639
820,910,1,5294.846805476706
848,910,1,5106.9140386897925
830,914,1,5131.347412832019
865,910,1,4706.933440573623
845,909,1,4842.361383227648
833,914,1,5263.174877295718
862,912,1,5051.702400054793
898,911,1,4952.0483830083995
895,913,1,4553.662418618614
880,911,1,5486.141034863757
881,909,1,4953.91210101168
865,911,1,5299.633416289147
873,910,1,4865.062886521527
870,909,1,4980.6128799729
843,914,1,4765.683053596923
888,911,1,5318.141941999454
893,911,1,4725.985837528475
898,910,1,5108.215056424819
807,907,1,4877.231169350894
896,914,1,5487.771850775593
822,914,1,5045.055016441155
902,913,1,5254.993710941735
895,910,1,4818.043239945096
825,913,1,4785.087933533897
814,911,1,5205.899489126148
821,908,1,4725.2167800653215
865,911,1,4923.844188657414
907,908,1,4983.19651082631
839,910,1,5041.71171774418
873,906,1,5102.1503228494585
783,906,1,5120.4707175197345
838,906,1,5174.834765525347
968,906,1,4580.795348751327
846,906,1,5338.985717927452
868,906,1,5466.6757395593495
831,906,1,5079.817904230023
763,906,1,5159.094873294546
827,905,1,5547.565796767255
841,905,1,5061.665066162879
876,905,1,5193.265906104404
847,907,1,5058.642773996158
798,907,1,5051.893870453797
816,906,1,4599.923589532579
815,906,1,5203.639762943713
930,906,1,5304.431265143421
874,905,1,4822.543841811224
855,905,0,4922.607344187215
861,905,1,5195.2109167543895
927,905,1,5221.972934617685
782,913,1,5195.598248021954
865,907,1,5067.638331925511
835,907,1,4889.081380461008
862,907,1,5629.4864977386205
871,906,1,5139.89892505062
856,906,1,4563.800374514217
874,906,1,5407.021656595926
868,905,1,5295.759069048699
865,905,1,5213.8026113571805
881,905,1,5596.8772069964725
757,913,1,5156.127062215726
930,913,1,4693.458059746212
901,912,1,5213.143070503342
859,912,1,5597.9533862022945
867,912,1,4847.436615315806
769,908,1,5220.238762684815
903,907,1,5111.66161112151
745,907,1,5111.833891437882
870,907,1,5059.018070142277
832,907,1,4592.000057457164
860,906,1,4985.246704053173
809,906,1,4979.743021315793
845,906,1,5196.978255608915
891,905,1,4730.553172297252
943,905,1,5012.673088492925
803,913,1,4547.752668483032
798,913,1,4480.619893347865
889,912,1,5513.785730987104
755,912,1,5387.197439422177
971,912,1,4810.505830153585
910,910,1,4692.25827329801
907,908,1,4866.654388683989
789,908,1,4958.185166591324
844,908,1,5292.862750135372
834,907,1,4488.504327465113
827,907,1,4936.207760715443
900,907,1,5009.20919048976
846,907,1,5289.562850700921
882,906,1,4459.997343706445
845,906,1,5006.565235121371
785,906,1,5179.919664544012
851,905,1,4801.424676565156
836,905,1,5070.636436504862
826,913,1,5042.9594822037625
842,913,1,4948.482414941962
824,912,1,4915.622676022993
844,912,1,4916.931406119306
820,912,1,4895.977723772662
828,911,1,5421.227228149135
815,911,0,4767.1458327803275
859,911,1,5085.37148739945
900,911,1,5117.945020525436
903,910,1,5100.133931080114
941,910,1,5671.137764477652
819,909,1,4843.7182810621
835,909,1,5144.395463651246
884,909,1,4968.582844823545
937,909,1,5096.327724217685
883,908,1,5266.178344158473
839,908,1,5035.2421536000475
890,908,1,5240.586194607189
817,908,1,4825.920126505825
886,907,0,4803.846383015384
900,907,1,4992.169187497457
886,907,1,4744.2125450356825
856,907,1,5392.365590288157
849,906,1,5434.683397128634
890,906,1,4981.934753452678
854,906,1,4626.5095454009115
899,905,1,4585.835015859586
885,913,1,4882.848615007113
827,913,1,4412.399714508567
920,912,1,4906.09949186133
911,912,1,4851.494403819218
863,912,1,5099.068158628026
835,912,1,5175.018498822906
819,911,1,4806.506902566483
873,911,1,5301.571035999777
826,911,1,4790.431335287758
875,911,1,4863.5414939477005
815,910,1,4446.766729491903
847,910,1,4702.485557216435
790,910,1,5134.046438380099
791,909,1,4497.599715850602
892,909,0,5029.694450893822
818,909,1,5090.789227316683
817,909,1,4368.779937939165
852,908,1,5157.5695771000655
905,908,1,5038.6096398288655
843,908,1,4958.66930339902
866,908,1,5418.956037359671
834,907,1,4912.367431332002
821,907,1,5076.031135116127
817,907,1,4911.614594843632
885,907,0,4951.717554678787
851,906,1,4754.161510614173
867,906,1,5198.982492990807
841,906,1,4856.308115288014
816,905,1,5012.660563635916
807,913,1,5336.158988706316
914,913,0,5082.732046810773
887,912,1,5170.652194706741
936,912,1,5288.287503411544
812,912,1,5446.917628106687
827,912,1,5092.513453272971
821,911,1,5067.335742436981
899,911,1,5161.648720145938
814,911,1,4763.555039977234
932,911,1,4784.230867811594
760,910,1,5290.125199665725
784,910,1,5183.355148519862
805,910,1,5172.889032691853
844,909,1,4614.44921626576
866,909,1,4832.582998797654
829,909,1,5045.489185166214
770,909,1,5324.2143549531975
821,908,1,5188.73233370804
844,908,1,4688.248380508651
831,908,1,5004.780258153477
900,908,1,4891.691542289323
878,907,1,5014.618655036727
823,907,0,5553.881348178162
909,907,1,4811.641846205061
799,907,1,5294.355579541533
899,906,1,5090.006114876196
934,906,1,5140.172133501782
912,906,1,5157.347910115564
909,905,1,5304.107604559771
819,913,1,5140.101598355408
871,913,1,4795.5589565399405
867,912,1,4915.394638629541
847,912,1,5678.762498938525
848,912,1,5045.043596200615
834,912,1,5282.999596550689
780,911,1,5231.389970752727
863,911,1,5235.597499625335
897,911,1,5143.068783347736
882,911,1,5095.384154968022
865,910,1,5256.021929013054
830,910,1,4886.924499571777
846,910,1,5031.4117606181535
858,909,1,4921.536761719149
864,909,1,5310.809835142453
809,909,1,5263.057971772174
910,909,1,5265.521380567189
782,908,1,5436.391206974016
846,908,0,5295.120082132497
885,908,1,4668.9398098455185
829,908,1,4676.238411229955
834,907,1,4858.145707015488
869,907,1,4858.042086439973
934,907,1,4964.044441251828
893,907,1,4492.858450745523
833,906,1,5034.1921992295065
830,906,1,4758.327511800421
767,906,1,4555.919731825364
807,914,1,5120.65239701116
815,913,1,5313.9801916742035
796,913,0,5096.246119194992
890,913,1,4802.304580747927
820,913,1,4705.555011289998
815,912,1,5022.866774585566
856,912,1,5013.604229754902
746,912,1,5166.252957330859
838,912,1,4748.324142306195
820,911,1,4549.269689943436
774,911,1,4967.927906305134
902,911,1,5060.625792785234
796,911,1,5188.051184861528
787,910,1,5167.149256598083
909,910,1,4698.795584484063
845,910,0,5335.666032074852
845,909,1,5210.554290433274
881,909,1,4835.116469760016
843,909,1,5023.369750431504
888,909,0,5292.9109232643395
893,908,1,5202.91873289842
864,908,1,4621.181260337755
822,908,1,4951.018694167373
784,908,1,5171.748031668468
855,907,1,4922.711930650651
850,907,1,4752.330189956389
817,917,1,4852.203312416982
905,914,1,5257.146689394395
743,914,1,5327.650692269131
842,914,0,4984.359579714695
825,913,1,4845.327270480851
836,913,1,5105.327624700736
824,913,1,5152.974044602041
822,913,1,5091.9794568132875
844,912,1,4616.741952252738
909,912,1,4903.794719000183
895,912,1,4849.952556219726
836,912,1,4781.789121570993
817,911,1,4608.718783368982
833,911,1,4921.948901962585
883,911,1,5372.5825170596645
881,911,1,4922.458921996821
842,910,1,5302.528616707538
860,910,1,4892.788705802479
834,910,1,5223.752705116133
857,909,1,4663.774411004645
880,909,1,5186.029363834439
898,909,1,5387.100526120288
932,909,1,5006.015558755072
876,908,1,4790.086846256446
879,908,1,4564.556363531797
869,908,1,4586.042321538103
914,908,1,5211.480104401376
915,907,1,4760.401596236397
904,917,1,5022.073410967109
847,917,1,4943.365791224681
831,917,1,5039.814339899395
787,915,1,4897.578564867224
831,915,1,5329.332539239696
848,915,1,4527.956327241337
849,914,1,4970.321740745921
922,914,1,4749.543523520467
777,914,1,4807.695682929591
907,913,1,4933.642429296131
881,913,1,5057.648537315216
793,913,1,4526.742107409313
888,913,1,4845.055414449046
854,912,1,5037.401114861114
841,912,1,5258.2873533162865
885,912,1,4986.363716067307
810,912,1,4927.204439491614
935,911,1,4850.175050321619
887,911,1,5303.892729417517
829,911,1,5240.330677726941
918,911,1,4532.18402371713
841,910,1,4607.648873763028
851,910,1,5260.48910598112
784,910,1,5079.407388049584
842,909,1,5307.655330645261
888,909,1,5326.867302729039
874,909,1,5177.406048990112
900,909,1,4776.866358665243
864,908,1,5194.836454752264
842,908,1,5033.51948431788
893,917,1,4539.154813742376
890,915,1,5035.174198476538
914,915,1,5137.51040132166
828,915,1,5178.246184168893
887,914,1,4710.661956128315
842,914,1,4732.552569851982
842,914,1,5098.302148695152
833,913,1,4814.01784635633
841,913,1,5446.551935983293
735,913,1,5149.151097378513
863,913,1,5211.108391779851
794,912,1,4354.556969907379
858,912,1,5227.872940693084
867,912,1,5070.094369844236
839,912,1,4922.316122517625
874,911,1,5499.747939833878
858,911,1,5026.249748153449
792,911,1,5087.25778758663
825,911,1,4786.356886925828
875,910,1,4795.078068168214
865,910,1,4758.189320641021
855,910,1,5339.006424434904
867,909,1,5199.40287648265
851,909,1,5171.948700610294
836,909,1,4807.974536357738
850,909,1,5145.214468914225
805,908,1,5432.438696066362
868,908,1,4543.306332230036
884,908,1,4703.4721825097085
851,908,1,4878.34776381191
843,917,1,4788.21595552808
809,916,1,4664.845479204108
879,915,1,5029.143260661207
861,915,1,4611.918777014039
827,915,1,4954.03883518974
875,914,1,4839.4264375071225
907,914,1,4526.149879680622
892,914,1,5109.438723069186
827,913,1,4666.320534640287
847,913,1,4626.874798698396
815,913,1,5198.193667339599
830,913,1,4957.238757643015
765,912,1,5067.179834335353
805,912,1,4924.163843056688
818,912,0,5237.482021708303
809,912,1,4855.975180669318
912,911,1,5093.1503138070475
892,911,1,5307.1387776924375
880,911,1,4765.1000296974935
915,911,1,5025.338319694802
848,910,1,5130.622618896674
913,910,1,4797.2648344266345
837,910,1,5243.1423170630815
774,909,1,4877.93597602533
829,909,1,5008.2382355220725
757,909,1,5310.189072862805
872,909,1,4756.110290869316
842,908,1,5014.98312147742
851,908,1,5224.873822764594
812,908,1,4725.597098489298
817,908,1,4757.261376399969
990,919,1,5055.208341786929
872,918,1,4950.783288001766
863,918,1,4384.160683865325
915,916,1,4884.631417531706
846,916,1,4953.392153331481
879,915,1,5139.338851890343
903,915,0,4799.109685937898
853,915,1,5353.226026020329
844,914,1,5106.947745468503
845,914,1,4829.599750763307
887,914,1,4759.116626077174
868,913,1,5206.07254411325
844,913,1,4803.182628875735
878,913,1,4801.941314575324
872,913,1,5128.898318043862
907,912,1,4994.660068386391
849,912,1,5513.282134700348
868,912,1,5163.305297315632
851,912,1,4783.914811955254
890,911,1,4791.8362671614605
860,911,1,5194.410630078964
826,911,1,4776.70018309007
794,911,1,4584.771381085253
908,910,1,5731.540760738707
826,910,1,4809.094573723873
840,910,1,5261.815127407413
851,909,1,5083.875903441528
860,909,1,5145.876848458746
873,909,1,5222.279937315528
858,909,1,5073.7725034802725
886,908,1,4951.849291736077
882,908,1,4708.13666232055
769,908,1,4716.055335249608
882,908,1,5042.623207380063
932,919,0,5628.874541472231
816,918,1,4646.997125274206
821,918,1,4890.579419995209
860,918,1,5415.184779942422
902,916,1,5218.719640038831
817,916,1,5348.0955928766725
964,915,1,4710.102691804775
810,915,1,5004.516100660493
856,915,1,4153.682860363292
905,915,1,5002.3112415733995
795,914,1,5054.858804906038
879,914,1,4809.760686217572
843,914,1,4994.909689268889
790,913,1,4952.090316713652
905,913,1,4998.990680266314
791,913,1,4728.1900097827565
890,913,1,4568.878985670004
878,912,1,4797.197143256803
822,912,1,5013.224864281605
884,911,1,5381.288091314162
820,911,1,5081.025506291404
856,911,1,5141.699077719344
826,911,1,5187.710822617989
835,910,1,4806.91784821884
867,910,1,5046.428772224479
792,910,1,5126.3297978814035
853,909,1,4887.36642011454
906,909,1,5322.393082515018
808,909,1,4982.603638786859
860,909,1,4842.776045699875
772,908,1,5044.675545222156
820,908,1,5038.037032173677
836,908,1,5668.832242989603
887,908,1,5206.3385564132
887,904,1,5195.3908717529175
858,919,1,5359.705601004935
890,918,1,4967.237176750948
831,918,1,4899.930730616949
837,917,1,4635.0456420280625
845,917,1,5073.054136774435
842,916,1,4890.190404970782
861,916,1,4701.9725014841
854,915,1,5044.588017119074
850,915,1,5321.098449905935
841,915,1,5579.449976540905
827,914,1,5060.449876736343
879,914,1,4694.645173106217
897,914,1,4808.8015522132555
826,913,1,5040.74911020897
815,913,1,4868.6381180897115
851,913,1,5074.662635679161
835,913,1,4663.403111859518
852,912,1,5301.903796756048
901,912,1,4826.499714909632
914,911,1,4947.083353244685
844,911,1,4709.255471789734
793,911,1,4396.588406549522
902,910,1,5098.174971779694
843,910,1,5338.311832394789
843,910,1,5356.316649621056
828,909,1,5008.350005247297
844,909,1,5418.6086538277905
832,909,1,4804.370688216431
880,909,1,4996.7742372763105
760,908,1,5111.914240393616
815,908,1,5173.672762571535
862,908,1,5124.3457586933155
809,908,1,5339.289877842156
863,904,1,4898.758829845452
877,918,1,4995.658832154231
850,917,1,4841.321978722418
795,917,1,4738.185205576549
896,917,1,5168.347291524025
836,917,1,5321.179283106808
889,916,1,5121.100459345462
881,916,1,5167.921645274537
840,916,1,4828.801625051543
895,916,1,5319.580677290325
884,915,1,5000.836793383752
859,915,1,4842.875172657805
857,915,1,5097.111047385893
796,915,1,4825.957785066358
881,914,1,4771.746516329679
831,914,1,4996.468924479129
840,914,1,4746.869950681992
879,913,1,4921.888124394048
895,913,1,5140.387591492272
830,913,0,4632.095989816831
830,913,1,4766.720559058466
872,912,1,5237.793562682132
789,912,1,5136.611505257354
842,912,1,5239.9209841358515
962,912,1,5262.594488665894
886,911,1,4915.691368517192
836,911,1,5382.329654985911
892,911,1,4918.316292167038
863,910,1,4789.796360472769
862,910,1,5468.067024796993
870,910,1,5149.81829452588
887,909,1,4524.80088232768
845,909,1,4792.448390407817
873,909,1,4825.250025289395
797,909,1,4832.379179213331
903,908,1,4887.985916533099
879,908,1,5030.471565402797
883,908,1,5170.1327468838235
907,908,1,4973.247447784845
892,907,1,4582.039004881218
783,907,1,4547.344242923247
859,904,1,5248.145948740783
844,904,1,5490.69832393981
790,918,1,4772.109776593599
970,918,1,4906.351969500163
870,917,1,5200.451443276115
803,917,1,5244.7997186174025
885,917,1,4846.210430786152
842,916,1,5404.819946536934
821,916,1,5162.402546298179
825,916,1,4935.880912151366
811,916,1,5132.523384540747
812,915,1,4953.656225123377
781,915,1,4792.735684433298
888,915,1,5179.688106168468
859,915,1,4934.746177614163
925,914,1,4886.587975892512
851,914,1,4326.214216712866
852,914,1,5096.792819013341
830,913,0,4915.5685336950555
801,913,1,4865.839054759817
888,913,1,5152.229130432706
854,913,1,5005.109318197364
823,912,1,4755.094172046507
826,912,1,4946.875374919605
892,912,1,4700.709990554777
883,912,1,5496.214584040396
846,911,1,4870.4942716028045
856,911,1,5077.830248013124
857,911,1,4578.731528510289
800,911,1,5069.064424589512
848,910,1,4702.831797631542
819,910,1,5063.392755985355
895,910,1,4962.536711494584
831,909,1,4806.100107814619
923,909,0,5040.924107730529
829,909,1,4927.511383514161
816,909,1,4687.52372891216
801,908,0,4637.629694701497
878,908,1,5179.415175453825
816,908,1,5045.685815300452
797,908,1,4651.593175031476
808,907,1,4652.904755509796
852,907,1,5136.215565623029
863,906,1,5038.95351719935
859,906,0,4922.229599800158
851,906,1,4666.152840963928
874,905,1,4892.933525731102
868,904,1,5089.195558435851
823,904,1,4874.685492083091
848,904,1,4515.988167705732
819,904,1,4850.924795951768
797,918,1,4882.563419593868
890,917,1,4693.225160310331
891,917,1,4378.1212331397865
861,917,1,5115.913042362913
862,916,1,5334.223418533197
893,916,1,4560.642917644362
824,916,1,4982.902796795351
791,916,1,5005.391337382012
